Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Viktor Långsved,820,2:59.3,152,152,21.53,3:04.54,0.24,2:59.3,21.53,3:04.54,0.24,10:07.7,154,154,1:38.95,10:20.94,0.13,10:07.7,1:58.79,10:34.97,0.23,C+90,148,148,34.94,25:36.09,,30:30,2:17.38,30:44.56,0.11,2:17.2,104,104,24,2:19.73,0.11,2:17.2,34.24,2:37.26,0.59,252,83,83,18.35,241.5,0.57,252.0,18.35,241.5,0.57,13:27.8,78,78,1:16.23,13:53.46,0.34,13:27.8,1:35.89,14:45.35,0.81,1:32.0,101,101,39.85,1:56.3,0.61,1:32,44.34,1:57.86,0.58
Simon Paquette,829,2:35.3,19,19,21.53,3:04.54,1.36,2:35.3,21.53,3:04.54,1.36,9:01.2,69,69,1:38.95,10:20.94,0.81,9:01.2,1:58.79,10:34.97,0.79,C+9,10,10,34.94,25:36.09,,26:27,2:17.38,30:44.56,1.87,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,14:08.1,113,113,1:16.23,13:53.46,-0.19,14:08.1,1:35.89,14:45.35,0.39,1:56.1,204,204,39.85,1:56.3,0.0,1:56.1,44.34,1:57.86,0.04
Alec Smith,838,3:11.1,207,207,21.53,3:04.54,-0.3,3:11.1,21.53,3:04.54,-0.3,10:27.4,178,178,1:38.95,10:20.94,-0.07,10:27.4,1:58.79,10:34.97,0.06,C+118,255,255,34.94,25:36.09,,32:30,2:17.38,30:44.56,-0.77,1:32.1,4,4,24,2:19.73,1.98,1:32.1,34.24,2:37.26,1.9,240,156,156,18.35,241.5,-0.08,240.0,18.35,241.5,-0.08,11:50.2,15,15,1:16.23,13:53.46,1.62,11:50.2,1:35.89,14:45.35,1.83,1:22.0,23,23,39.85,1:56.3,0.86,1:22,44.34,1:57.86,0.81
Frederik Aegidius,839,2:51.1,92,92,21.53,3:04.54,0.62,2:51.1,21.53,3:04.54,0.62,9:21.3,90,90,1:38.95,10:20.94,0.6,9:21.3,1:58.79,10:34.97,0.62,C+30,21,21,34.94,25:36.09,,27:30,2:17.38,30:44.56,1.42,2:45.6,179,179,24,2:19.73,-1.08,2:45.6,34.24,2:37.26,-0.24,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,15:44.7,199,199,1:16.23,13:53.46,-1.46,15:44.7,1:35.89,14:45.35,-0.62,1:25.9,63,63,39.85,1:56.3,0.76,1:25.9,44.34,1:57.86,0.72
Benjamin Williams,844,2:51.3,95,95,21.53,3:04.54,0.61,2:51.3,21.53,3:04.54,0.61,9:56.6,139,139,1:38.95,10:20.94,0.25,9:56.6,1:58.79,10:34.97,0.32,C+71,93,93,34.94,25:36.09,,29:33,2:17.38,30:44.56,0.52,C+3,243,243,24,2:19.73,,3:03,34.24,2:37.26,-0.75,242,140,140,18.35,241.5,0.03,242.0,18.35,241.5,0.03,12:38.0,37,37,1:16.23,13:53.46,0.99,12:38,1:35.89,14:45.35,1.33,1:31.5,97,97,39.85,1:56.3,0.62,1:31.5,44.34,1:57.86,0.59
Marcus Hendren,847,3:10.2,199,199,21.53,3:04.54,-0.26,3:10.2,21.53,3:04.54,-0.26,11:01.6,219,219,1:38.95,10:20.94,-0.41,11:01.6,1:58.79,10:34.97,-0.22,C+115,243,243,34.94,25:36.09,,32:15,2:17.38,30:44.56,-0.66,2:00.9,50,50,24,2:19.73,0.78,2:00.9,34.24,2:37.26,1.06,262,38,38,18.35,241.5,1.12,262.0,18.35,241.5,1.12,13:05.7,56,56,1:16.23,13:53.46,0.63,13:05.7,1:35.89,14:45.35,1.04,1:23.9,42,42,39.85,1:56.3,0.81,1:23.9,44.34,1:57.86,0.77
Tristan Moore,848,2:38.8,33,33,21.53,3:04.54,1.2,2:38.8,21.53,3:04.54,1.2,9:02.2,71,71,1:38.95,10:20.94,0.8,9:02.2,1:58.79,10:34.97,0.78,C+70,90,90,34.94,25:36.09,,29:30,2:17.38,30:44.56,0.54,2:50.9,191,191,24,2:19.73,-1.3,2:50.9,34.24,2:37.26,-0.4,239,165,165,18.35,241.5,-0.14,239.0,18.35,241.5,-0.14,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,1:29.5,87,87,39.85,1:56.3,0.67,1:29.5,44.34,1:57.86,0.64
Hudson Fricke,852,3:03.9,177,177,21.53,3:04.54,0.03,3:03.9,21.53,3:04.54,0.03,10:33.8,183,183,1:38.95,10:20.94,-0.13,10:33.8,1:58.79,10:34.97,0.01,C+71,93,93,34.94,25:36.09,,29:33,2:17.38,30:44.56,0.52,2:18.2,111,111,24,2:19.73,0.06,2:18.2,34.24,2:37.26,0.56,262,38,38,18.35,241.5,1.12,262.0,18.35,241.5,1.12,12:53.5,48,48,1:16.23,13:53.46,0.79,12:53.5,1:35.89,14:45.35,1.17,1:55.4,202,202,39.85,1:56.3,0.02,1:55.4,44.34,1:57.86,0.06
Justin Ahrens,855,3:15.6,228,228,21.53,3:04.54,-0.51,3:15.6,21.53,3:04.54,-0.51,9:09.0,80,80,1:38.95,10:20.94,0.73,9:09,1:58.79,10:34.97,0.72,C+98,183,183,34.94,25:36.09,,30:54,2:17.38,30:44.56,-0.07,1:45.0,19,19,24,2:19.73,1.45,1:45,34.24,2:37.26,1.53,253,82,82,18.35,241.5,0.63,253.0,18.35,241.5,0.63,14:26.4,125,125,1:16.23,13:53.46,-0.43,14:26.4,1:35.89,14:45.35,0.2,1:38.3,138,138,39.85,1:56.3,0.45,1:38.3,44.34,1:57.86,0.44
Matt Rattay,862,3:33.5,292,292,21.53,3:04.54,-1.34,3:33.5,21.53,3:04.54,-1.34,9:21.4,91,91,1:38.95,10:20.94,0.6,9:21.4,1:58.79,10:34.97,0.62,C+108,215,215,34.94,25:36.09,,31:40,2:17.38,30:44.56,-0.4,1:11.9,1,1,24,2:19.73,2.83,1:11.9,34.24,2:37.26,2.49,251,86,86,18.35,241.5,0.52,251.0,18.35,241.5,0.52,13:55.6,102,102,1:16.23,13:53.46,-0.03,13:55.6,1:35.89,14:45.35,0.52,1:27.6,75,75,39.85,1:56.3,0.72,1:27.6,44.34,1:57.86,0.68
Justin Allen,871,2:37.1,24,24,21.53,3:04.54,1.27,2:37.1,21.53,3:04.54,1.27,9:24.3,95,95,1:38.95,10:20.94,0.57,9:24.3,1:58.79,10:34.97,0.59,C+118,255,255,34.94,25:36.09,,32:30,2:17.38,30:44.56,-0.77,2:52.7,195,195,24,2:19.73,-1.37,2:52.7,34.24,2:37.26,-0.45,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,13:28.1,79,79,1:16.23,13:53.46,0.33,13:28.1,1:35.89,14:45.35,0.81,1:22.3,28,28,39.85,1:56.3,0.85,1:22.3,44.34,1:57.86,0.8
Sean Sweeney,872,3:08.8,192,192,21.53,3:04.54,-0.2,3:08.8,21.53,3:04.54,-0.2,10:49.7,203,203,1:38.95,10:20.94,-0.29,10:49.7,1:58.79,10:34.97,-0.12,C+63,71,71,34.94,25:36.09,,29:09,2:17.38,30:44.56,0.7,1:59.5,47,47,24,2:19.73,0.84,1:59.5,34.24,2:37.26,1.1,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,15:04.7,158,158,1:16.23,13:53.46,-0.93,15:04.7,1:35.89,14:45.35,-0.2,1:28.7,80,80,39.85,1:56.3,0.69,1:28.7,44.34,1:57.86,0.66
Steve Briscoe,874,2:43.1,59,59,21.53,3:04.54,1.0,2:43.1,21.53,3:04.54,1.0,10:28.8,179,179,1:38.95,10:20.94,-0.08,10:28.8,1:58.79,10:34.97,0.05,C+122,268,268,34.94,25:36.09,,32:50,2:17.38,30:44.56,-0.91,1:51.9,28,28,24,2:19.73,1.16,1:51.9,34.24,2:37.26,1.32,240,156,156,18.35,241.5,-0.08,240.0,18.35,241.5,-0.08,13:10.8,62,62,1:16.23,13:53.46,0.56,13:10.8,1:35.89,14:45.35,0.99,1:35.6,122,122,39.85,1:56.3,0.52,1:35.6,44.34,1:57.86,0.5
Julian Serna,875,2:43.0,57,57,21.53,3:04.54,1.0,2:43,21.53,3:04.54,1.0,10:46.7,199,199,1:38.95,10:20.94,-0.26,10:46.7,1:58.79,10:34.97,-0.1,C+94,167,167,34.94,25:36.09,,30:42,2:17.38,30:44.56,0.02,2:01.7,54,54,24,2:19.73,0.75,2:01.7,34.24,2:37.26,1.04,255,72,72,18.35,241.5,0.74,255.0,18.35,241.5,0.74,14:33.2,134,134,1:16.23,13:53.46,-0.52,14:33.2,1:35.89,14:45.35,0.13,1:51.2,192,192,39.85,1:56.3,0.13,1:51.2,44.34,1:57.86,0.15
Andrew Wissmann,891,2:35.3,19,19,21.53,3:04.54,1.36,2:35.3,21.53,3:04.54,1.36,8:50.8,55,55,1:38.95,10:20.94,0.91,8:50.8,1:58.79,10:34.97,0.88,C+120,264,264,34.94,25:36.09,,32:40,2:17.38,30:44.56,-0.84,2:41.3,163,163,24,2:19.73,-0.9,2:41.3,34.24,2:37.26,-0.12,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,14:37.9,139,139,1:16.23,13:53.46,-0.58,14:37.9,1:35.89,14:45.35,0.08,1:29.4,84,84,39.85,1:56.3,0.67,1:29.4,44.34,1:57.86,0.64
Johnny Medina III,894,2:51.9,101,101,21.53,3:04.54,0.59,2:51.9,21.53,3:04.54,0.59,10:40.4,192,192,1:38.95,10:20.94,-0.2,10:40.4,1:58.79,10:34.97,-0.05,C+86,138,138,34.94,25:36.09,,30:18,2:17.38,30:44.56,0.19,2:14.8,98,98,24,2:19.73,0.21,2:14.8,34.24,2:37.26,0.66,242,140,140,18.35,241.5,0.03,242.0,18.35,241.5,0.03,13:36.1,88,88,1:16.23,13:53.46,0.23,13:36.1,1:35.89,14:45.35,0.72,1:37.6,137,137,39.85,1:56.3,0.47,1:37.6,44.34,1:57.86,0.46
Saxon Panchik,895,2:59.2,150,150,21.53,3:04.54,0.25,2:59.2,21.53,3:04.54,0.25,11:18.6,231,231,1:38.95,10:20.94,-0.58,11:18.6,1:58.79,10:34.97,-0.37,C+83,129,129,34.94,25:36.09,,30:09,2:17.38,30:44.56,0.26,1:54.5,32,32,24,2:19.73,1.05,1:54.5,34.24,2:37.26,1.25,241,145,145,18.35,241.5,-0.03,241.0,18.35,241.5,-0.03,13:11.5,64,64,1:16.23,13:53.46,0.55,13:11.5,1:35.89,14:45.35,0.98,1:40.4,144,144,39.85,1:56.3,0.4,1:40.4,44.34,1:57.86,0.39
Mark Pfeifer,903,3:00.1,159,159,21.53,3:04.54,0.21,3:00.1,21.53,3:04.54,0.21,9:14.3,86,86,1:38.95,10:20.94,0.67,9:14.3,1:58.79,10:34.97,0.68,C+103,197,197,34.94,25:36.09,,31:15,2:17.38,30:44.56,-0.22,2:09.0,76,76,24,2:19.73,0.45,2:09,34.24,2:37.26,0.83,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,13:07.2,59,59,1:16.23,13:53.46,0.61,13:07.2,1:35.89,14:45.35,1.02,1:36.8,131,131,39.85,1:56.3,0.49,1:36.8,44.34,1:57.86,0.48
Apollo Lewis,904,2:42.1,51,51,21.53,3:04.54,1.04,2:42.1,21.53,3:04.54,1.04,8:17.1,31,31,1:38.95,10:20.94,1.25,8:17.1,1:58.79,10:34.97,1.16,C+111,229,229,34.94,25:36.09,,31:55,2:17.38,30:44.56,-0.51,2:53.0,197,197,24,2:19.73,-1.39,2:53,34.24,2:37.26,-0.46,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,12:19.5,32,32,1:16.23,13:53.46,1.23,12:19.5,1:35.89,14:45.35,1.52,1:44.5,169,169,39.85,1:56.3,0.3,1:44.5,44.34,1:57.86,0.3
Kyle Frankenfeld,907,2:53.9,115,115,21.53,3:04.54,0.49,2:53.9,21.53,3:04.54,0.49,8:00.7,14,14,1:38.95,10:20.94,1.42,8:00.7,1:58.79,10:34.97,1.3,C+34,27,27,34.94,25:36.09,,27:42,2:17.38,30:44.56,1.33,2:35.5,148,148,24,2:19.73,-0.66,2:35.5,34.24,2:37.26,0.05,206,292,292,18.35,241.5,-1.94,206.0,18.35,241.5,-1.94,15:50.8,205,205,1:16.23,13:53.46,-1.54,15:50.8,1:35.89,14:45.35,-0.68,1:32.4,106,106,39.85,1:56.3,0.6,1:32.4,44.34,1:57.86,0.57
Dean Linder-Leighton,912,2:42.8,56,56,21.53,3:04.54,1.01,2:42.8,21.53,3:04.54,1.01,10:50.6,205,205,1:38.95,10:20.94,-0.3,10:50.6,1:58.79,10:34.97,-0.13,C+59,55,55,34.94,25:36.09,,28:57,2:17.38,30:44.56,0.78,1:57.3,40,40,24,2:19.73,0.93,1:57.3,34.24,2:37.26,1.17,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,12:44.5,43,43,1:16.23,13:53.46,0.9,12:44.5,1:35.89,14:45.35,1.26,2:29.0,267,267,39.85,1:56.3,-0.82,2:29,44.34,1:57.86,-0.7
Jeremy Meredith,917,2:43.7,60,60,21.53,3:04.54,0.97,2:43.7,21.53,3:04.54,0.97,8:45.6,50,50,1:38.95,10:20.94,0.96,8:45.6,1:58.79,10:34.97,0.92,C+113,238,238,34.94,25:36.09,,32:05,2:17.38,30:44.56,-0.59,2:42.5,165,165,24,2:19.73,-0.95,2:42.5,34.24,2:37.26,-0.15,270,21,21,18.35,241.5,1.55,270.0,18.35,241.5,1.55,14:34.0,136,136,1:16.23,13:53.46,-0.53,14:34,1:35.89,14:45.35,0.12,2:13.3,247,247,39.85,1:56.3,-0.43,2:13.3,44.34,1:57.86,-0.35
Patrick Fitzsimons,919,2:54.8,122,122,21.53,3:04.54,0.45,2:54.8,21.53,3:04.54,0.45,9:25.8,100,100,1:38.95,10:20.94,0.56,9:25.8,1:58.79,10:34.97,0.58,C+42,37,37,34.94,25:36.09,,28:06,2:17.38,30:44.56,1.15,2:04.2,61,61,24,2:19.73,0.65,2:04.2,34.24,2:37.26,0.97,230,224,224,18.35,241.5,-0.63,230.0,18.35,241.5,-0.63,14:48.5,149,149,1:16.23,13:53.46,-0.72,14:48.5,1:35.89,14:45.35,-0.03,2:03.7,226,226,39.85,1:56.3,-0.19,2:03.7,44.34,1:57.86,-0.13
Teddy Hwang,919,2:38.6,32,32,21.53,3:04.54,1.2,2:38.6,21.53,3:04.54,1.2,11:07.0,223,223,1:38.95,10:20.94,-0.47,11:07,1:58.79,10:34.97,-0.27,C+75,106,106,34.94,25:36.09,,29:45,2:17.38,30:44.56,0.43,2:25.0,124,124,24,2:19.73,-0.22,2:25,34.24,2:37.26,0.36,232,219,219,18.35,241.5,-0.52,232.0,18.35,241.5,-0.52,13:32.1,84,84,1:16.23,13:53.46,0.28,13:32.1,1:35.89,14:45.35,0.76,1:36.8,131,131,39.85,1:56.3,0.49,1:36.8,44.34,1:57.86,0.48
Lex Ozias,926,3:28.5,271,271,21.53,3:04.54,-1.11,3:28.5,21.53,3:04.54,-1.11,10:25.7,175,175,1:38.95,10:20.94,-0.05,10:25.7,1:58.79,10:34.97,0.08,C+108,215,215,34.94,25:36.09,,31:40,2:17.38,30:44.56,-0.4,1:56.4,36,36,24,2:19.73,0.97,1:56.4,34.24,2:37.26,1.19,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,12:49.2,47,47,1:16.23,13:53.46,0.84,12:49.2,1:35.89,14:45.35,1.21,1:25.6,61,61,39.85,1:56.3,0.77,1:25.6,44.34,1:57.86,0.73
Logan Collins,933,3:16.9,236,236,21.53,3:04.54,-0.57,3:16.9,21.53,3:04.54,-0.57,9:35.4,117,117,1:38.95,10:20.94,0.46,9:35.4,1:58.79,10:34.97,0.5,C+98,183,183,34.94,25:36.09,,30:54,2:17.38,30:44.56,-0.07,2:05.0,64,64,24,2:19.73,0.61,2:05,34.24,2:37.26,0.94,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,12:11.9,28,28,1:16.23,13:53.46,1.33,12:11.9,1:35.89,14:45.35,1.6,1:25.5,59,59,39.85,1:56.3,0.77,1:25.5,44.34,1:57.86,0.73
Nathan Trevillian,938,2:55.0,123,123,21.53,3:04.54,0.44,2:55,21.53,3:04.54,0.44,8:31.7,42,42,1:38.95,10:20.94,1.1,8:31.7,1:58.79,10:34.97,1.04,C+72,99,99,34.94,25:36.09,,29:36,2:17.38,30:44.56,0.5,2:30.9,135,135,24,2:19.73,-0.47,2:30.9,34.24,2:37.26,0.19,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,15:23.0,183,183,1:16.23,13:53.46,-1.17,15:23,1:35.89,14:45.35,-0.39,1:43.2,161,161,39.85,1:56.3,0.33,1:43.2,44.34,1:57.86,0.33
Terrence Limbert,944,2:55.1,124,124,21.53,3:04.54,0.44,2:55.1,21.53,3:04.54,0.44,9:05.6,75,75,1:38.95,10:20.94,0.76,9:05.6,1:58.79,10:34.97,0.75,C+96,179,179,34.94,25:36.09,,30:48,2:17.38,30:44.56,-0.03,2:44.8,176,176,24,2:19.73,-1.04,2:44.8,34.24,2:37.26,-0.22,261,49,49,18.35,241.5,1.06,261.0,18.35,241.5,1.06,15:17.9,174,174,1:16.23,13:53.46,-1.11,15:17.9,1:35.89,14:45.35,-0.34,1:44.4,167,167,39.85,1:56.3,0.3,1:44.4,44.34,1:57.86,0.3
Phillip Kniep,953,2:46.1,69,69,21.53,3:04.54,0.86,2:46.1,21.53,3:04.54,0.86,9:10.6,83,83,1:38.95,10:20.94,0.71,9:10.6,1:58.79,10:34.97,0.71,C+107,212,212,34.94,25:36.09,,31:35,2:17.38,30:44.56,-0.37,2:59.9,215,215,24,2:19.73,-1.67,2:59.9,34.24,2:37.26,-0.66,256,66,66,18.35,241.5,0.79,256.0,18.35,241.5,0.79,C+33,289,289,1:16.23,13:53.46,,16:33,1:35.89,14:45.35,-1.12,1:21.6,19,19,39.85,1:56.3,0.87,1:21.6,44.34,1:57.86,0.82
Jason Smith,958,2:49.9,87,87,21.53,3:04.54,0.68,2:49.9,21.53,3:04.54,0.68,9:53.5,136,136,1:38.95,10:20.94,0.28,9:53.5,1:58.79,10:34.97,0.35,C+83,129,129,34.94,25:36.09,,30:09,2:17.38,30:44.56,0.26,2:40.1,158,158,24,2:19.73,-0.85,2:40.1,34.24,2:37.26,-0.08,255,72,72,18.35,241.5,0.74,255.0,18.35,241.5,0.74,C+6,263,263,1:16.23,13:53.46,,16:06,1:35.89,14:45.35,-0.84,1:33.9,113,113,39.85,1:56.3,0.56,1:33.9,44.34,1:57.86,0.54
Guido Trinidad,972,3:15.8,230,230,21.53,3:04.54,-0.52,3:15.8,21.53,3:04.54,-0.52,10:56.5,211,211,1:38.95,10:20.94,-0.36,10:56.5,1:58.79,10:34.97,-0.18,C+110,222,222,34.94,25:36.09,,31:50,2:17.38,30:44.56,-0.48,1:49.0,25,25,24,2:19.73,1.28,1:49,34.24,2:37.26,1.41,251,86,86,18.35,241.5,0.52,251.0,18.35,241.5,0.52,13:22.9,75,75,1:16.23,13:53.46,0.4,13:22.9,1:35.89,14:45.35,0.86,1:35.8,123,123,39.85,1:56.3,0.51,1:35.8,44.34,1:57.86,0.5
daniel latour,973,2:44.4,64,64,21.53,3:04.54,0.94,2:44.4,21.53,3:04.54,0.94,10:45.4,197,197,1:38.95,10:20.94,-0.25,10:45.4,1:58.79,10:34.97,-0.09,C+112,234,234,34.94,25:36.09,,32:00,2:17.38,30:44.56,-0.55,2:07.4,68,68,24,2:19.73,0.51,2:07.4,34.24,2:37.26,0.87,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,13:17.9,71,71,1:16.23,13:53.46,0.47,13:17.9,1:35.89,14:45.35,0.91,2:00.3,218,218,39.85,1:56.3,-0.1,2:00.3,44.34,1:57.86,-0.06
Nathan Keil,978,3:08.2,190,190,21.53,3:04.54,-0.17,3:08.2,21.53,3:04.54,-0.17,7:55.1,12,12,1:38.95,10:20.94,1.47,7:55.1,1:58.79,10:34.97,1.35,C+69,85,85,34.94,25:36.09,,29:27,2:17.38,30:44.56,0.56,2:26.5,128,128,24,2:19.73,-0.28,2:26.5,34.24,2:37.26,0.31,246,114,114,18.35,241.5,0.25,246.0,18.35,241.5,0.25,C+9,271,271,1:16.23,13:53.46,,16:09,1:35.89,14:45.35,-0.87,1:47.0,178,178,39.85,1:56.3,0.23,1:47,44.34,1:57.86,0.24
Rory Boyden,981,3:05.4,185,185,21.53,3:04.54,-0.04,3:05.4,21.53,3:04.54,-0.04,8:53.9,59,59,1:38.95,10:20.94,0.88,8:53.9,1:58.79,10:34.97,0.85,C+11,12,12,34.94,25:36.09,,26:33,2:17.38,30:44.56,1.83,2:42.3,164,164,24,2:19.73,-0.94,2:42.3,34.24,2:37.26,-0.15,226,239,239,18.35,241.5,-0.85,226.0,18.35,241.5,-0.85,13:15.4,67,67,1:16.23,13:53.46,0.5,13:15.4,1:35.89,14:45.35,0.94,2:18.5,255,255,39.85,1:56.3,-0.56,2:18.5,44.34,1:57.86,-0.47
Gabe Subry,981,3:10.5,202,202,21.53,3:04.54,-0.28,3:10.5,21.53,3:04.54,-0.28,9:25.4,98,98,1:38.95,10:20.94,0.56,9:25.4,1:58.79,10:34.97,0.59,C+83,129,129,34.94,25:36.09,,30:09,2:17.38,30:44.56,0.26,1:43.3,15,15,24,2:19.73,1.52,1:43.3,34.24,2:37.26,1.58,227,231,231,18.35,241.5,-0.79,227.0,18.35,241.5,-0.79,14:49.9,151,151,1:16.23,13:53.46,-0.74,14:49.9,1:35.89,14:45.35,-0.05,1:42.3,155,155,39.85,1:56.3,0.35,1:42.3,44.34,1:57.86,0.35
Dominick Maurici,988,2:34.3,13,13,21.53,3:04.54,1.4,2:34.3,21.53,3:04.54,1.4,10:36.4,185,185,1:38.95,10:20.94,-0.16,10:36.4,1:58.79,10:34.97,-0.01,C+95,174,174,34.94,25:36.09,,30:45,2:17.38,30:44.56,-0.0,C+1,223,223,24,2:19.73,,3:01,34.24,2:37.26,-0.69,247,103,103,18.35,241.5,0.3,247.0,18.35,241.5,0.3,15:18.5,176,176,1:16.23,13:53.46,-1.12,15:18.5,1:35.89,14:45.35,-0.35,1:34.0,114,114,39.85,1:56.3,0.56,1:34,44.34,1:57.86,0.54
Roderick Holloway,989,2:51.0,90,90,21.53,3:04.54,0.63,2:51,21.53,3:04.54,0.63,13:12.7,291,291,1:38.95,10:20.94,-1.74,13:12.7,1:58.79,10:34.97,-1.33,C+115,243,243,34.94,25:36.09,,32:15,2:17.38,30:44.56,-0.66,1:38.7,12,12,24,2:19.73,1.71,1:38.7,34.24,2:37.26,1.71,275,8,8,18.35,241.5,1.83,275.0,18.35,241.5,1.83,14:05.9,109,109,1:16.23,13:53.46,-0.16,14:05.9,1:35.89,14:45.35,0.41,2:08.3,236,236,39.85,1:56.3,-0.3,2:08.3,44.34,1:57.86,-0.24
James Newbury,1013,2:43.9,61,61,21.53,3:04.54,0.96,2:43.9,21.53,3:04.54,0.96,9:04.8,73,73,1:38.95,10:20.94,0.77,9:04.8,1:58.79,10:34.97,0.76,C+92,157,157,34.94,25:36.09,,30:36,2:17.38,30:44.56,0.06,2:32.8,140,140,24,2:19.73,-0.54,2:32.8,34.24,2:37.26,0.13,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,1:42.7,158,158,39.85,1:56.3,0.34,1:42.7,44.34,1:57.86,0.34
Alec Harwood,1019,2:34.7,16,16,21.53,3:04.54,1.39,2:34.7,21.53,3:04.54,1.39,11:25.0,236,236,1:38.95,10:20.94,-0.65,11:25,1:58.79,10:34.97,-0.42,C+95,174,174,34.94,25:36.09,,30:45,2:17.38,30:44.56,-0.0,2:36.5,154,154,24,2:19.73,-0.7,2:36.5,34.24,2:37.26,0.02,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,15:24.5,184,184,1:16.23,13:53.46,-1.19,15:24.5,1:35.89,14:45.35,-0.41,1:26.9,72,72,39.85,1:56.3,0.74,1:26.9,44.34,1:57.86,0.7
Zeke Grove,1021,3:15.8,230,230,21.53,3:04.54,-0.52,3:15.8,21.53,3:04.54,-0.52,10:08.8,157,157,1:38.95,10:20.94,0.12,10:08.8,1:58.79,10:34.97,0.22,C+117,251,251,34.94,25:36.09,,32:25,2:17.38,30:44.56,-0.73,1:58.4,42,42,24,2:19.73,0.89,1:58.4,34.24,2:37.26,1.13,247,103,103,18.35,241.5,0.3,247.0,18.35,241.5,0.3,11:52.0,19,19,1:16.23,13:53.46,1.59,11:52,1:35.89,14:45.35,1.81,2:00.7,219,219,39.85,1:56.3,-0.11,2:00.7,44.34,1:57.86,-0.06
Ruben Martinez,1021,3:08.7,191,191,21.53,3:04.54,-0.19,3:08.7,21.53,3:04.54,-0.19,11:49.2,255,255,1:38.95,10:20.94,-0.89,11:49.2,1:58.79,10:34.97,-0.62,C+97,181,181,34.94,25:36.09,,30:51,2:17.38,30:44.56,-0.05,2:34.0,144,144,24,2:19.73,-0.59,2:34,34.24,2:37.26,0.1,251,86,86,18.35,241.5,0.52,251.0,18.35,241.5,0.52,14:20.4,120,120,1:16.23,13:53.46,-0.35,14:20.4,1:35.89,14:45.35,0.26,1:24.3,44,44,39.85,1:56.3,0.8,1:24.3,44.34,1:57.86,0.76
Zachary Forrest,1025,2:42.1,51,51,21.53,3:04.54,1.04,2:42.1,21.53,3:04.54,1.04,11:29.7,241,241,1:38.95,10:20.94,-0.69,11:29.7,1:58.79,10:34.97,-0.46,C+106,207,207,34.94,25:36.09,,31:30,2:17.38,30:44.56,-0.33,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,247,103,103,18.35,241.5,0.3,247.0,18.35,241.5,0.3,13:00.9,52,52,1:16.23,13:53.46,0.69,13:00.9,1:35.89,14:45.35,1.09,1:35.2,121,121,39.85,1:56.3,0.53,1:35.2,44.34,1:57.86,0.51
